id,typ,ueberschrift,kalk_position,ANS_PLJ,ANS_VJ,PLAN_FJ1,RE_VVJ
3531,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0905/Serviceleistungen FD 7.1","Aufwendungen aus internen Leistungsbeziehungen (9er)",0.0,0.0,0.0,0.0
3532,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0905/Serviceleistungen FD 7.1","Ergebnis (= Zeilen 30, 31)",0.0,0.0,0.0,0.0
3533,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0905/Serviceleistungen FD 7.1","Ergebnis (= Zeilen 26, 29, 32)",-315437.99,-324632.91,-322847.63,-340079.54
3534,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0905/Serviceleistungen FD 7.1","Einzahlungen aus Zuwendungen f�r Investitionsma�nahmen",0.0,0.0,0.0,0.0
3535,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0905/Serviceleistungen FD 7.1","Einzahlungen aus der Ver�u�erung von Sachanlagen",0.0,0.0,0.0,0.0
3536,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0905/Serviceleistungen FD 7.1","Einzahlungen aus der Ver�u�erung von Finanzanlagen",0.0,0.0,0.0,0.0
3537,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0905/Serviceleistungen FD 7.1","Einzahlungen aus Beitr�gen und �hnlichen Entgelten",0.0,0.0,0.0,0.0
3538,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0905/Serviceleistungen FD 7.1","Sonstige Investitionseinzahlungen",0.0,0.0,0.0,0.0
3539,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0905/Serviceleistungen FD 7.1","Summe (investive Einzahlungen)",0.0,0.0,0.0,0.0
3540,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0905/Serviceleistungen FD 7.1","Auszahlungen f�r den Erwerb von Grundst�cken und Geb�uden",0.0,0.0,0.0,0.0
3541,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0905/Serviceleistungen FD 7.1","Auszahlungen f�r Bauma�nahmen",0.0,0.0,0.0,0.0
3542,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0905/Serviceleistungen FD 7.1","Auszahlungen f�r den Erwerb von beweglichen Anlageverm�gen",-19000.0,-30000.0,-15000.0,0.0
3543,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0905/Serviceleistungen FD 7.1","Auszahlungen f�r den Erwerb von Finanzanlagen",0.0,0.0,0.0,0.0
3544,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0905/Serviceleistungen FD 7.1","Auszahlungen von aktivierbaren Zuwendungen",0.0,0.0,0.0,0.0
3545,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0905/Serviceleistungen FD 7.1","Sonstige Investitionsauszahlungen",0.0,0.0,0.0,0.0
3546,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0905/Serviceleistungen FD 7.1","Summe (investive Auszahlungen)",-19000.0,-30000.0,-15000.0,0.0
3547,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0905/Serviceleistungen FD 7.1","Saldo der Investitionst�tigkeit (Einzahlungen ./. Auszahlungen)",-19000.0,-30000.0,-15000.0,0.0
3548,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Steuern und �hnliche Abgaben",0.0,0.0,0.0,0.0
3549,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Zuwendungen und allgemeine Umlagen",0.0,0.0,0.0,0.0
3550,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Sonstige Transferertr�ge",0.0,0.0,0.0,0.0
3551,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","�ffentlich-rechtliche Leistungsentgelte",0.0,0.0,0.0,0.0
3552,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Privatrechtliche Leistungsentgelte",0.0,0.0,0.0,0.0
3553,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Kostenerstattungen und Kostenumlagen",0.0,0.0,0.0,6687.8
3554,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Sonstige ordentliche Ertr�ge",0.0,0.0,0.0,0.0
3555,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Aktivierte Eigenleistungen",0.0,0.0,0.0,0.0
3556,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Bestandsver�nderungen",0.0,0.0,0.0,0.0
3557,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Ordentliche Ertr�ge",0.0,0.0,0.0,6687.8
3558,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Personalaufwendungen",-129664.57,-155984.74,-132450.04,-143607.76
3559,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Versorgungsaufwendungen",-11177.06,-9716.96,-11344.72,-28583.16
3560,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Aufwendungen f�r Sach- und Dienstleistungen",-6586.0,-7230.0,-6637.0,-39904.62
3561,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Bilanzielle Abschreibungen",-20105.82,-1162.5,-20074.32,-1012.5
3562,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Transferaufwendungen",0.0,0.0,0.0,0.0
3563,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Sonstige ordentliche Aufwendungen",-2204.0,-2383.46,-2206.0,-711.13
3564,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Ordentliche Aufwendungen",-169737.45,-176477.66,-172712.08,-213819.17
3565,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Ordentliches Ergebnis (= Zeilen 10 und 17)",-169737.45,-176477.66,-172712.08,-207131.37
3566,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Finanzertr�ge",0.0,0.0,0.0,0.0
3567,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Zinsen und sonstige Finanzaufwendungen",0.0,0.0,0.0,0.0
3568,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Finanzergebnis (= Zeilen 19 und 20)",0.0,0.0,0.0,0.0
3569,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Ergebnis der laufenden Verwaltungst�tigkeit (= Zeilen 18 und 21)",-169737.45,-176477.66,-172712.08,-207131.37
3570,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Au�erordentliche Ertr�ge",0.0,0.0,0.0,0.0
3571,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Au�erordentliche Aufwendungen",0.0,0.0,0.0,0.0
3572,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Au�erordentliches Ergebnis (= Zeilen 23 und 24)",0.0,0.0,0.0,0.0
3573,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Ergebnis - vor Ber�cksichtigung der internen Leistungsbeziehungen - (= Zeilen 22 und 25)",-169737.45,-176477.66,-172712.08,-207131.37
3574,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Ertr�ge aus internen Leistungsbeziehungen (48er)",0.0,0.0,0.0,0.0
3575,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Ertr�ge aus internen Leistungsbeziehungen (9er)",0.0,0.0,0.0,0.0
3576,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Ergebnis (= Zeilen 27, 28)",0.0,0.0,0.0,0.0
3577,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Aufwendungen aus internen Leistungsbeziehungen (58er)",-1000.0,-1000.0,-1000.0,0.0
3578,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Aufwendungen aus internen Leistungsbeziehungen (9er)",0.0,0.0,0.0,0.0
3579,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Ergebnis (= Zeilen 30, 31)",-1000.0,-1000.0,-1000.0,0.0
3580,ERGHHT,"09/Planung / Entwicklung, Geoinformation/0906/SSP-Strategische Planung","Ergebnis (= Zeilen 26, 29, 32)",-170737.45,-177477.66,-173712.08,-207131.37
3581,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0906/SSP-Strategische Planung","Einzahlungen aus Zuwendungen f�r Investitionsma�nahmen",0.0,0.0,0.0,0.0
3582,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0906/SSP-Strategische Planung","Einzahlungen aus der Ver�u�erung von Sachanlagen",0.0,0.0,0.0,0.0
3583,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0906/SSP-Strategische Planung","Einzahlungen aus der Ver�u�erung von Finanzanlagen",0.0,0.0,0.0,0.0
3584,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0906/SSP-Strategische Planung","Einzahlungen aus Beitr�gen und �hnlichen Entgelten",0.0,0.0,0.0,0.0
3585,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0906/SSP-Strategische Planung","Sonstige Investitionseinzahlungen",0.0,0.0,0.0,0.0
3586,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0906/SSP-Strategische Planung","Summe (investive Einzahlungen)",0.0,0.0,0.0,0.0
3587,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0906/SSP-Strategische Planung","Auszahlungen f�r den Erwerb von Grundst�cken und Geb�uden",0.0,0.0,0.0,0.0
3588,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0906/SSP-Strategische Planung","Auszahlungen f�r Bauma�nahmen",0.0,0.0,0.0,0.0
3589,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0906/SSP-Strategische Planung","Auszahlungen f�r den Erwerb von beweglichen Anlageverm�gen",-1791.5,-2000.0,-3000.0,0.0
3590,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0906/SSP-Strategische Planung","Auszahlungen f�r den Erwerb von Finanzanlagen",0.0,0.0,0.0,0.0
3591,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0906/SSP-Strategische Planung","Auszahlungen von aktivierbaren Zuwendungen",0.0,0.0,0.0,0.0
3592,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0906/SSP-Strategische Planung","Sonstige Investitionsauszahlungen",0.0,0.0,0.0,0.0
3593,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0906/SSP-Strategische Planung","Summe (investive Auszahlungen)",-1791.5,-2000.0,-3000.0,0.0
3594,FINHHT,"09/R�uml. Planung und Entwicklung, Geoinfo./0906/SSP-Strategische Planung","Saldo der Investitionst�tigkeit (Einzahlungen ./. Auszahlungen)",-1791.5,-2000.0,-3000.0,0.0
3595,ERGHHT,"10/Bauen und Wohnen","Steuern und �hnliche Abgaben",0.0,0.0,0.0,0.0
3596,ERGHHT,"10/Bauen und Wohnen","Zuwendungen und allgemeine Umlagen",23349.0,104.0,23332.0,103.0
3597,ERGHHT,"10/Bauen und Wohnen","Sonstige Transferertr�ge",0.0,0.0,0.0,0.0
3598,ERGHHT,"10/Bauen und Wohnen","�ffentlich-rechtliche Leistungsentgelte",944735.0,913670.0,976857.0,545842.65
3599,ERGHHT,"10/Bauen und Wohnen","Privatrechtliche Leistungsentgelte",0.0,0.0,0.0,0.0
3600,ERGHHT,"10/Bauen und Wohnen","Kostenerstattungen und Kostenumlagen",11197.0,10993.0,11408.0,6266.0
3601,ERGHHT,"10/Bauen und Wohnen","Sonstige ordentliche Ertr�ge",39403.0,38108.0,40742.0,18954.98
3602,ERGHHT,"10/Bauen und Wohnen","Aktivierte Eigenleistungen",0.0,0.0,0.0,0.0
3603,ERGHHT,"10/Bauen und Wohnen","Bestandsver�nderungen",0.0,0.0,0.0,0.0
3604,ERGHHT,"10/Bauen und Wohnen","Ordentliche Ertr�ge",1018684.0,962875.0,1052339.0,571166.63
3605,ERGHHT,"10/Bauen und Wohnen","Personalaufwendungen",-1700730.5,-1910978.51,-1737083.63,-1903064.61
3606,ERGHHT,"10/Bauen und Wohnen","Versorgungsaufwendungen",-119833.23,-101073.88,-121630.76,-307105.37
3607,ERGHHT,"10/Bauen und Wohnen","Aufwendungen f�r Sach- und Dienstleistungen",-838.06,-378.0,-386.0,-23045.8
3608,ERGHHT,"10/Bauen und Wohnen","Bilanzielle Abschreibungen",-42977.92,-4593.0,-43561.0,-5845.25
3609,ERGHHT,"10/Bauen und Wohnen","Transferaufwendungen",0.0,0.0,0.0,0.0
3610,ERGHHT,"10/Bauen und Wohnen","Sonstige ordentliche Aufwendungen",-72852.0,-74221.51,-73376.0,-45620.7
3611,ERGHHT,"10/Bauen und Wohnen","Ordentliche Aufwendungen",-1937231.71,-2091244.9,-1976037.39,-2284681.73
3612,ERGHHT,"10/Bauen und Wohnen","Ordentliches Ergebnis (= Zeilen 10 und 17)",-918547.71,-1128369.9,-923698.39,-1713515.1
3613,ERGHHT,"10/Bauen und Wohnen","Finanzertr�ge",283.0,417.0,177.0,569.65
3614,ERGHHT,"10/Bauen und Wohnen","Zinsen und sonstige Finanzaufwendungen",0.0,0.0,0.0,0.0
3615,ERGHHT,"10/Bauen und Wohnen","Finanzergebnis (= Zeilen 19 und 20)",283.0,417.0,177.0,569.65
3616,ERGHHT,"10/Bauen und Wohnen","Ergebnis der laufenden Verwaltungst�tigkeit (= Zeilen 18 und 21)",-918264.71,-1127952.9,-923521.39,-1712945.45
3617,ERGHHT,"10/Bauen und Wohnen","Au�erordentliche Ertr�ge",0.0,0.0,0.0,0.0
3618,ERGHHT,"10/Bauen und Wohnen","Au�erordentliche Aufwendungen",0.0,0.0,0.0,0.0
3619,ERGHHT,"10/Bauen und Wohnen","Au�erordentliches Ergebnis (= Zeilen 23 und 24)",0.0,0.0,0.0,0.0
3620,ERGHHT,"10/Bauen und Wohnen","Ergebnis - vor Ber�cksichtigung der internen Leistungsbeziehungen - (= Zeilen 22 und 25)",-918264.71,-1127952.9,-923521.39,-1712945.45
3621,ERGHHT,"10/Bauen und Wohnen","Ertr�ge aus internen Leistungsbeziehungen (48er)",0.0,0.0,0.0,0.0
3622,ERGHHT,"10/Bauen und Wohnen","Ertr�ge aus internen Leistungsbeziehungen (9er)",0.0,0.0,0.0,0.0
3623,ERGHHT,"10/Bauen und Wohnen","Ergebnis (= Zeilen 27, 28)",0.0,0.0,0.0,0.0
3624,ERGHHT,"10/Bauen und Wohnen","Aufwendungen aus internen Leistungsbeziehungen (58er)",0.0,0.0,0.0,0.0
3625,ERGHHT,"10/Bauen und Wohnen","Aufwendungen aus internen Leistungsbeziehungen (9er)",0.0,0.0,0.0,0.0
3626,ERGHHT,"10/Bauen und Wohnen","Ergebnis (= Zeilen 30, 31)",0.0,0.0,0.0,0.0
3627,ERGHHT,"10/Bauen und Wohnen","Ergebnis (= Zeilen 26, 29, 32)",-918264.71,-1127952.9,-923521.39,-1712945.45
3628,FINHHT,"10/Bauen und Wohnen","Einzahlungen aus Zuwendungen f�r Investitionsma�nahmen",0.0,0.0,0.0,0.0
3629,FINHHT,"10/Bauen und Wohnen","Einzahlungen aus der Ver�u�erung von Sachanlagen",0.0,0.0,0.0,0.0
3630,FINHHT,"10/Bauen und Wohnen","Einzahlungen aus der Ver�u�erung von Finanzanlagen",0.0,0.0,0.0,0.0
3631,FINHHT,"10/Bauen und Wohnen","Einzahlungen aus Beitr�gen und �hnlichen Entgelten",0.0,0.0,0.0,0.0
3632,FINHHT,"10/Bauen und Wohnen","Sonstige Investitionseinzahlungen",2126.0,0.0,1729.0,2153.85
3633,FINHHT,"10/Bauen und Wohnen","Summe (investive Einzahlungen)",2126.0,0.0,1729.0,2153.85
3634,FINHHT,"10/Bauen und Wohnen","Auszahlungen f�r den Erwerb von Grundst�cken und Geb�uden",0.0,0.0,0.0,0.0
3635,FINHHT,"10/Bauen und Wohnen","Auszahlungen f�r Bauma�nahmen",0.0,0.0,0.0,0.0
3636,FINHHT,"10/Bauen und Wohnen","Auszahlungen f�r den Erwerb von beweglichen Anlageverm�gen",-12650.0,-13300.0,-6100.0,-12423.23
3637,FINHHT,"10/Bauen und Wohnen","Auszahlungen f�r den Erwerb von Finanzanlagen",0.0,0.0,0.0,0.0
3638,FINHHT,"10/Bauen und Wohnen","Auszahlungen von aktivierbaren Zuwendungen",0.0,0.0,0.0,0.0
3639,FINHHT,"10/Bauen und Wohnen","Sonstige Investitionsauszahlungen",0.0,0.0,0.0,0.0
3640,FINHHT,"10/Bauen und Wohnen","Summe (investive Auszahlungen)",-12650.0,-13300.0,-6100.0,-12423.23
3641,FINHHT,"10/Bauen und Wohnen","Saldo der Investitionst�tigkeit (Einzahlungen ./. Auszahlungen)",-10524.0,-13300.0,-4371.0,-10269.38
3642,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Steuern und �hnliche Abgaben",0.0,0.0,0.0,0.0
3643,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Zuwendungen und allgemeine Umlagen",198.0,0.0,181.0,0.0
3644,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Sonstige Transferertr�ge",0.0,0.0,0.0,0.0
3645,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","�ffentlich-rechtliche Leistungsentgelte",921749.0,891440.0,953089.0,529995.65
3646,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Privatrechtliche Leistungsentgelte",0.0,0.0,0.0,0.0
3647,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Kostenerstattungen und Kostenumlagen",6197.0,5993.0,6408.0,0.0
3648,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Sonstige ordentliche Ertr�ge",38783.0,37508.0,40101.0,18844.38
3649,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Aktivierte Eigenleistungen",0.0,0.0,0.0,0.0
3650,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Bestandsver�nderungen",0.0,0.0,0.0,0.0
3651,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Ordentliche Ertr�ge",966927.0,934941.0,999779.0,548840.03
3652,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Personalaufwendungen",-1068130.62,-1221233.87,-1090879.1,-1196988.93
3653,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Versorgungsaufwendungen",-71311.98,-58833.08,-72381.68,-182735.56
3654,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Aufwendungen f�r Sach- und Dienstleistungen",-248.76,0.0,0.0,-22817.77
3655,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Bilanzielle Abschreibungen",-22333.46,-3250.33,-22955.5,-5148.42
3656,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Transferaufwendungen",0.0,0.0,0.0,0.0
3657,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Sonstige ordentliche Aufwendungen",-68135.0,-68718.68,-68656.0,-42939.68
3658,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Ordentliche Aufwendungen",-1230159.82,-1352035.96,-1254872.28,-1450630.36
3659,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Ordentliches Ergebnis (= Zeilen 10 und 17)",-263232.82,-417094.96,-255093.28,-901790.33
3660,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Finanzertr�ge",0.0,0.0,0.0,0.0
3661,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Zinsen und sonstige Finanzaufwendungen",0.0,0.0,0.0,0.0
3662,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Finanzergebnis (= Zeilen 19 und 20)",0.0,0.0,0.0,0.0
3663,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Ergebnis der laufenden Verwaltungst�tigkeit (= Zeilen 18 und 21)",-263232.82,-417094.96,-255093.28,-901790.33
3664,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Au�erordentliche Ertr�ge",0.0,0.0,0.0,0.0
3665,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Au�erordentliche Aufwendungen",0.0,0.0,0.0,0.0
3666,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Au�erordentliches Ergebnis (= Zeilen 23 und 24)",0.0,0.0,0.0,0.0
3667,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Ergebnis - vor Ber�cksichtigung der internen Leistungsbeziehungen - (= Zeilen 22 und 25)",-263232.82,-417094.96,-255093.28,-901790.33
3668,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Ertr�ge aus internen Leistungsbeziehungen (48er)",0.0,0.0,0.0,0.0
3669,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Ertr�ge aus internen Leistungsbeziehungen (9er)",0.0,0.0,0.0,0.0
3670,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Ergebnis (= Zeilen 27, 28)",0.0,0.0,0.0,0.0
3671,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Aufwendungen aus internen Leistungsbeziehungen (58er)",0.0,0.0,0.0,0.0
3672,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Aufwendungen aus internen Leistungsbeziehungen (9er)",0.0,0.0,0.0,0.0
3673,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Ergebnis (= Zeilen 30, 31)",0.0,0.0,0.0,0.0
3674,ERGHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Ergebnis (= Zeilen 26, 29, 32)",-263232.82,-417094.96,-255093.28,-901790.33
3675,FINHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Einzahlungen aus Zuwendungen f�r Investitionsma�nahmen",0.0,0.0,0.0,0.0
3676,FINHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Einzahlungen aus der Ver�u�erung von Sachanlagen",0.0,0.0,0.0,0.0
3677,FINHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Einzahlungen aus der Ver�u�erung von Finanzanlagen",0.0,0.0,0.0,0.0
3678,FINHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Einzahlungen aus Beitr�gen und �hnlichen Entgelten",0.0,0.0,0.0,0.0
3679,FINHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Sonstige Investitionseinzahlungen",0.0,0.0,0.0,0.0
3680,FINHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Summe (investive Einzahlungen)",0.0,0.0,0.0,0.0
3681,FINHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Auszahlungen f�r den Erwerb von Grundst�cken und Geb�uden",0.0,0.0,0.0,0.0
3682,FINHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Auszahlungen f�r Bauma�nahmen",0.0,0.0,0.0,0.0
3683,FINHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Auszahlungen f�r den Erwerb von beweglichen Anlageverm�gen",-9735.0,-11100.0,-6100.0,-4960.61
3684,FINHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Auszahlungen f�r den Erwerb von Finanzanlagen",0.0,0.0,0.0,0.0
3685,FINHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Auszahlungen von aktivierbaren Zuwendungen",0.0,0.0,0.0,0.0
3686,FINHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Sonstige Investitionsauszahlungen",0.0,0.0,0.0,0.0
3687,FINHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Summe (investive Auszahlungen)",-9735.0,-11100.0,-6100.0,-4960.61
3688,FINHHT,"10/Bauen und Wohnen/1001/Ma�nahmen der Bauaufsicht","Saldo der Investitionst�tigkeit (Einzahlungen ./. Auszahlungen)",-9735.0,-11100.0,-6100.0,-4960.61
3689,ERGHHT,"10/Bauen und Wohnen/1002/Wohnungswesen","Steuern und �hnliche Abgaben",0.0,0.0,0.0,0.0
3690,ERGHHT,"10/Bauen und Wohnen/1002/Wohnungswesen","Zuwendungen und allgemeine Umlagen",23151.0,104.0,23151.0,103.0
3691,ERGHHT,"10/Bauen und Wohnen/1002/Wohnungswesen","Sonstige Transferertr�ge",0.0,0.0,0.0,0.0
3692,ERGHHT,"10/Bauen und Wohnen/1002/Wohnungswesen","�ffentlich-rechtliche Leistungsentgelte",18812.0,18193.0,19452.0,15847.0
3693,ERGHHT,"10/Bauen und Wohnen/1002/Wohnungswesen","Privatrechtliche Leistungsentgelte",0.0,0.0,0.0,0.0
3694,ERGHHT,"10/Bauen und Wohnen/1002/Wohnungswesen","Kostenerstattungen und Kostenumlagen",5000.0,5000.0,5000.0,6266.0
3695,ERGHHT,"10/Bauen und Wohnen/1002/Wohnungswesen","Sonstige ordentliche Ertr�ge",620.0,600.0,641.0,110.6
3696,ERGHHT,"10/Bauen und Wohnen/1002/Wohnungswesen","Aktivierte Eigenleistungen",0.0,0.0,0.0,0.0
3697,ERGHHT,"10/Bauen und Wohnen/1002/Wohnungswesen","Bestandsver�nderungen",0.0,0.0,0.0,0.0
3698,ERGHHT,"10/Bauen und Wohnen/1002/Wohnungswesen","Ordentliche Ertr�ge",47583.0,23897.0,48244.0,22326.6
3699,ERGHHT,"10/Bauen und Wohnen/1002/Wohnungswesen","Personalaufwendungen",-541318.12,-580398.93,-552955.49,-605719.41
3700,ERGHHT,"10/Bauen und Wohnen/1002/Wohnungswesen","Versorgungsaufwendungen",-33705.82,-28224.41,-34211.42,-86395.89
3701,ERGHHT,"10/Bauen und Wohnen/1002/Wohnungswesen","Aufwendungen f�r Sach- und Dienstleistungen",-533.3,-323.0,-329.0,-228.03
3702,ERGHHT,"10/Bauen und Wohnen/1002/Wohnungswesen","Bilanzielle Abschreibungen",-20644.46,-1342.67,-20605.5,-696.83
3703,ERGHHT,"10/Bauen und Wohnen/1002/Wohnungswesen","Transferaufwendungen",0.0,0.0,0.0,0.0
3704,ERGHHT,"10/Bauen und Wohnen/1002/Wohnungswesen","Sonstige ordentliche Aufwendungen",-1734.0,-2261.08,-1734.0,-1056.8
3705,ERGHHT,"10/Bauen und Wohnen/1002/Wohnungswesen","Ordentliche Aufwendungen",-597935.7,-612550.09,-609835.41,-694096.96
